"variable","SD"
"mch","2.1132922211614"
"rdw","0.0821807082346452"
"pltlt","0.271572211557141"
"rbc","0.464836013336685"
"hb","14.0403523835338"
"wbc","0.281882734798043"
"baso_p","0.0257369331374114"
"hdl","0.421507412120182"
"lympho_p","0.0888468730691815"
