"variable","SD"
"hb","14.3663105029889"
"rbc","0.477175711054592"
"mch","2.08184480851776"
"mchc","11.1853950080043"
"wbc","0.278725261690287"
"neut_p","0.0978669312428569"
"lympho_p","0.0897938654499752"
"ca","0.112530523897324"
"alb","3.54776620218058"
"alkp","0.312057966636454"
"creat","0.241333745834813"
"tot_prot","5.10554129319831"
