"variable","SD"
"hb","14.3775017151868"
"hct","0.0396378250187378"
"alb","3.44912678260558"
"iron","5.14715826147349"
"rbc","0.476551594228998"
"rdw","0.0872206396134799"
"a_g","0.2537308420485"
"mchc","11.794985761951"
"alt","0.54274378140873"
"mch","2.11021377631459"
"ca","0.116189880854849"
"il6","0.668782253170864"
"crp","1.10158009878169"
"ast","0.341024776849647"
