"variable","SD"
"alb","3.36665400102815"
"baso_c","0.115996369219242"
"bun_creat","14.9441718614311"
"creat","0.254489633446375"
"ca","0.108392388837649"
"chol","1.11850708494702"
"cl","3.97360269104564"
"d_bili","1.33347455101896"
"hct","0.0396113933956103"
"hb","14.2468084478793"
"osteoc","0.877528071588124"
"k","0.393034365907627"
"rbc","0.47547785703784"
"sodium","2.87906049413873"
