"variable","mean"
"hb","134.906474858855"
"hct","0.403135403368736"
"alb","41.3829367006742"
"iron","14.9816250377074"
"rbc","4.44382444955357"
"rdw","2.62282459016268"
"a_g","1.42724267903496"
"mchc","334.554408036314"
"alt","2.9293496840482"
"mch","30.4416866038971"
"ca","2.34282099562425"
"il6","1.01410414099846"
"crp","0.939146781608397"
"ast","2.99820831539637"
