"variable","mean"
"alb","41.9230974141299"
"baso_c","0.133025358657272"
"bun_creat","27.2611273378256"
"creat","4.44704634825977"
"ca","2.34895232792659"
"chol","5.50767064220183"
"cl","104.284709480122"
"d_bili","-0.815533182051287"
"hct","0.403720447883256"
"hb","134.936075127745"
"osteoc","2.14835939442804"
"k","4.1895408337561"
"rbc","4.44651013156763"
"sodium","140.657186544342"
